ci95_high,ci95_low,layer,median,metric,replicated,seed_n,standardized_mean,std,task_family
0.10370242595672607,-0.4016072154045105,1,0.0031532022457965944,attention_entropy_mean,False,5,-0.12636785209178925,0.320966825759473,maximum
0.24839594960212708,0.028124643489718437,1,0.09029069990356757,attention_entropy_variance,False,5,0.12830166518688202,0.14252507965032765,maximum
0.9035090208053589,-0.14263440668582916,1,0.035091861456354775,attention_entropy_first_difference_abs_mean,False,5,0.26916003227233887,0.7024748011676242,maximum
0.7285351753234863,-0.12009425461292267,1,-0.09706290828619422,attention_entropy_second_difference_abs_mean,False,5,0.19424346089363098,0.5834885746590387,maximum
0.08764679729938507,-0.8755277395248413,1,-0.055879755042454175,attention_entropy_acf_lag1,False,5,-0.26979440450668335,0.6752816423514529,maximum
0.08999781310558319,-0.3244798183441162,1,0.0,attention_entropy_correlation_length,False,5,-0.11724100261926651,0.28061853258578473,maximum
0.15673494338989258,-0.6916261315345764,1,-0.02999128494904898,attention_entropy_window_mean_shift,False,5,-0.1748279631137848,0.583466166082669,maximum
0.18098871409893036,-0.6687541007995605,1,0.0008400692607415859,attention_entropy_wasserstein,False,5,-0.1614079475402832,0.5720989353092976,maximum
0.9061519503593445,-0.023283112794160843,1,0.11053610481920804,attention_entropy_w4_rolling_variance,False,5,0.37271925806999207,0.616160075877371,maximum
0.10969439893960953,0.023155052214860916,1,0.07009840015543158,attention_entropy_w4_rolling_abs_skewness,False,5,0.06584261357784271,0.058001623302292867,maximum
-0.0057043880224227905,-0.09415055811405182,1,-0.07101229490841778,attention_entropy_w4_rolling_abs_kurtosis,False,5,-0.05241842195391655,0.057852302022107616,maximum
0.9544374942779541,-0.033503856509923935,1,0.23923043524227558,attention_entropy_w8_rolling_variance,False,5,0.42832890152931213,0.641594102083685,maximum
0.22634920477867126,-0.04543457180261612,1,0.01590030788995118,attention_entropy_w8_rolling_abs_skewness,False,5,0.09045733511447906,0.17705609878226974,maximum
0.16041694581508636,-0.18982629477977753,1,-0.10743445815391338,attention_entropy_w8_rolling_abs_kurtosis,False,5,-0.019828516989946365,0.22618914877703195,maximum
0.745603621006012,-0.06010247394442558,1,0.08249467644780016,attention_entropy_w16_rolling_variance,False,5,0.3341272473335266,0.5370888093179568,maximum
